,SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,TAXON_ORDER,TAXON_GROUP,COM_NAME_CODES,SCI_NAME_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,FAMILY_CODE,EXTINCT,ebird_idx,inat_id,preferred_common_name,matched_term,name,photo_url,wikipedia_url
4234,Forpus spengeli,Turquoise-winged Parrotlet,buwpar1,12740,"Parrots, Parakeets, and Allies",TWPA,FOSP,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4337,1286947,Turquoise-winged Parrotlet,Forpus spengeli,Forpus spengeli,https://static.inaturalist.org/photos/179026724/medium.jpg,
4235,Forpus crassirostris,Riparian Parrotlet,buwpar2,12741,"Parrots, Parakeets, and Allies",BWPA RIPA,FOCR,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4338,1286946,Riparian Parrotlet,Forpus crassirostris,Forpus crassirostris,https://static.inaturalist.org/photos/16720439/medium.jpeg,
4236,Forpus xanthopterygius,Cobalt-rumped Parrotlet,buwpar3,12742,"Parrots, Parakeets, and Allies",BWPA CRPA,FOXA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4339,19069,Cobalt-rumped Parrotlet,Forpus xanthopterygius,Forpus xanthopterygius,https://inaturalist-open-data.s3.amazonaws.com/photos/66445922/medium.jpg,https://en.wikipedia.org/wiki/Blue-winged_parrotlet
4237,Forpus passerinus,Green-rumped Parrotlet,grrpar1,12743,"Parrots, Parakeets, and Allies",GRPA,FOPA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4340,19065,Green-rumped Parrotlet,Forpus passerinus,Forpus passerinus,https://inaturalist-open-data.s3.amazonaws.com/photos/65615037/medium.jpeg,http://en.wikipedia.org/wiki/Green-rumped_parrotlet
4238,Forpus conspicillatus,Spectacled Parrotlet,spepar1,12749,"Parrots, Parakeets, and Allies",,FOCO,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4341,19064,Spectacled Parrotlet,Forpus conspicillatus,Forpus conspicillatus,https://static.inaturalist.org/photos/91885773/medium.jpeg,http://en.wikipedia.org/wiki/Spectacled_parrotlet
4239,Forpus coelestis,Pacific Parrotlet,pacpar2,12753,"Parrots, Parakeets, and Allies",PAPA,FOCO,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4342,19066,Pacific Parrotlet,Forpus coelestis,Forpus coelestis,https://inaturalist-open-data.s3.amazonaws.com/photos/138583603/medium.jpeg,http://en.wikipedia.org/wiki/Pacific_parrotlet
4240,Forpus xanthops,Yellow-faced Parrotlet,yefpar2,12754,"Parrots, Parakeets, and Allies",YFPA,FOXA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4343,19068,Yellow-faced Parrotlet,Forpus xanthops,Forpus xanthops,https://static.inaturalist.org/photos/162675220/medium.jpg,http://en.wikipedia.org/wiki/Yellow-faced_parrotlet
4241,Pionites melanocephalus,Black-headed Parrot,blhpar4,12756,"Parrots, Parakeets, and Allies",BHPA,PIME,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4344,73250,Black-headed Parrot,Pionites melanocephalus,Pionites melanocephalus,https://inaturalist-open-data.s3.amazonaws.com/photos/4412946/medium.jpg,http://en.wikipedia.org/wiki/Black-headed_parrot
4242,Pionites leucogaster,White-bellied Parrot,whbpar1,12759,"Parrots, Parakeets, and Allies",WBPA GTLT,PILE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4345,19254,White-bellied Parrot,Pionites leucogaster,Pionites leucogaster,https://inaturalist-open-data.s3.amazonaws.com/photos/113538995/medium.jpeg,http://en.wikipedia.org/wiki/Green-thighed_parrot
4243,Deroptyus accipitrinus,Red-fan Parrot,refpar3,12763,"Parrots, Parakeets, and Allies",RFPA,DEAC,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4346,19202,Red-fan Parrot,Deroptyus accipitrinus,Deroptyus accipitrinus,https://static.inaturalist.org/photos/64881892/medium.jpg,http://en.wikipedia.org/wiki/Red-fan_parrot
4244,Pyrrhura cruentata,Ochre-marked Parakeet,bltpar2,12766,"Parrots, Parakeets, and Allies",OMPA,PYCR,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4347,19145,Ochre-marked Parakeet,Pyrrhura cruentata,Pyrrhura cruentata,https://inaturalist-open-data.s3.amazonaws.com/photos/245323348/medium.jpg,https://en.wikipedia.org/wiki/Ochre-marked_parakeet
4245,Pyrrhura devillei,Blaze-winged Parakeet,blwpar2,12767,"Parrots, Parakeets, and Allies",BWPA,PYDE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4348,19151,Blaze-winged Parakeet,Pyrrhura devillei,Pyrrhura devillei,https://inaturalist-open-data.s3.amazonaws.com/photos/216692321/medium.jpg,http://en.wikipedia.org/wiki/Blaze-winged_parakeet
4246,Pyrrhura frontalis,Maroon-bellied Parakeet,mabpar,12768,"Parrots, Parakeets, and Allies",MBPA,PYFR,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4349,19162,Maroon-bellied Parakeet,Pyrrhura frontalis,Pyrrhura frontalis,https://static.inaturalist.org/photos/235704689/medium.jpg,http://en.wikipedia.org/wiki/Maroon-bellied_parakeet
4247,Pyrrhura lepida,Pearly Parakeet,peapar1,12771,"Parrots, Parakeets, and Allies",PEPA,PYLE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4350,73330,Pearly Parakeet,Pyrrhura lepida,Pyrrhura lepida,https://inaturalist-open-data.s3.amazonaws.com/photos/118303252/medium.jpg,http://en.wikipedia.org/wiki/Pearly_parakeet
4248,Pyrrhura perlata,Crimson-bellied Parakeet,crbpar1,12775,"Parrots, Parakeets, and Allies",CBPA,PYPE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4351,19161,Crimson-bellied Parakeet,Pyrrhura perlata,Pyrrhura perlata,https://static.inaturalist.org/photos/113977566/medium.jpg,http://en.wikipedia.org/wiki/Crimson-bellied_parakeet
4249,Pyrrhura molinae,Green-cheeked Parakeet,gncpar,12776,"Parrots, Parakeets, and Allies",GCPA,PYMO,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4352,19152,Green-cheeked Parakeet,Pyrrhura molinae,Pyrrhura molinae,https://static.inaturalist.org/photos/226457924/medium.jpeg,https://en.wikipedia.org/wiki/Green-cheeked_parakeet
4250,Pyrrhura pfrimeri,Pfrimer's Parakeet,pfrpar1,12783,"Parrots, Parakeets, and Allies",GOPA PFPA,PYPF,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4353,73332,Pfrimer's Parakeet,Pyrrhura pfrimeri,Pyrrhura pfrimeri,https://inaturalist-open-data.s3.amazonaws.com/photos/29229562/medium.jpg,http://en.wikipedia.org/wiki/Pfrimer's_parakeet
4251,Pyrrhura griseipectus,Gray-breasted Parakeet,gybpar1,12784,"Parrots, Parakeets, and Allies",GBPA,PYGR,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4354,73329,Gray-breasted Parakeet,Pyrrhura griseipectus,Pyrrhura griseipectus,https://inaturalist-open-data.s3.amazonaws.com/photos/158992309/medium.jpg,http://en.wikipedia.org/wiki/Grey-breasted_parakeet
4252,Pyrrhura leucotis,Maroon-faced Parakeet,mafpar3,12785,"Parrots, Parakeets, and Allies",MFPA WEPA,PYLE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4355,19144,Maroon-faced Parakeet,Pyrrhura leucotis,Pyrrhura leucotis,https://inaturalist-open-data.s3.amazonaws.com/photos/192217224/medium.jpg,http://en.wikipedia.org/wiki/White-eared_parakeet
4253,Pyrrhura picta,Painted Parakeet,paipar1,12787,"Parrots, Parakeets, and Allies",PPSP PAPA,PYPI,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4356,604305,Painted Parakeet,Pyrrhura picta,Pyrrhura picta,https://static.inaturalist.org/photos/243705481/medium.jpeg,http://en.wikipedia.org/wiki/Painted_parakeet
4254,Pyrrhura amazonum,Santarem Parakeet,sanpar2,12793,"Parrots, Parakeets, and Allies",SAPA,PYAM,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4357,144567,Santarém Parakeet,Pyrrhura amazonum,Pyrrhura amazonum,https://inaturalist-open-data.s3.amazonaws.com/photos/188162038/medium.jpg,http://en.wikipedia.org/wiki/Santarem_parakeet
4255,Pyrrhura lucianii,Bonaparte's Parakeet,bonpar1,12797,"Parrots, Parakeets, and Allies",BOPA,PYLU,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4358,144568,Bonaparte's Parakeet,Pyrrhura lucianii,Pyrrhura lucianii,https://inaturalist-open-data.s3.amazonaws.com/photos/237933477/medium.jpg,http://en.wikipedia.org/wiki/Bonaparte's_parakeet
4256,Pyrrhura roseifrons,Rose-fronted Parakeet,rofpar3,12798,"Parrots, Parakeets, and Allies",WBFP RFPA,PYRO,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4359,144569,Rose-fronted Parakeet,Pyrrhura roseifrons,Pyrrhura roseifrons,https://inaturalist-open-data.s3.amazonaws.com/photos/30781301/medium.jpg,http://en.wikipedia.org/wiki/Rose-fronted_parakeet
4257,Pyrrhura viridicata,Santa Marta Parakeet,sampar1,12804,"Parrots, Parakeets, and Allies",SMPA,PYVI,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4360,19155,Santa Marta Parakeet,Pyrrhura viridicata,Pyrrhura viridicata,https://inaturalist-open-data.s3.amazonaws.com/photos/285526447/medium.jpeg,http://en.wikipedia.org/wiki/Santa_Marta_parakeet
4258,Pyrrhura egregia,Fiery-shouldered Parakeet,fispar1,12805,"Parrots, Parakeets, and Allies",FSPA,PYEG,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4361,19150,Fiery-shouldered Parakeet,Pyrrhura egregia,Pyrrhura egregia,https://inaturalist-open-data.s3.amazonaws.com/photos/95253811/medium.jpg,http://en.wikipedia.org/wiki/Fiery-shouldered_parakeet
4259,Pyrrhura melanura,Maroon-tailed Parakeet,matpar2,12808,"Parrots, Parakeets, and Allies",MTPA MTMP,PYME,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4362,19160,Maroon-tailed Parakeet,Pyrrhura melanura,Pyrrhura melanura,https://inaturalist-open-data.s3.amazonaws.com/photos/158993196/medium.jpg,http://en.wikipedia.org/wiki/Maroon-tailed_parakeet
4260,Pyrrhura orcesi,El Oro Parakeet,elopar1,12815,"Parrots, Parakeets, and Allies",EOPA,PYOR,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4363,19154,El Oro Parakeet,Pyrrhura orcesi,Pyrrhura orcesi,https://inaturalist-open-data.s3.amazonaws.com/photos/32748192/medium.jpeg,http://en.wikipedia.org/wiki/El_Oro_parakeet
4261,Pyrrhura rupicola,Black-capped Parakeet,blcpar1,12816,"Parrots, Parakeets, and Allies",BCPA,PYRU,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4364,19147,Black-capped Parakeet,Pyrrhura rupicola,Pyrrhura rupicola,https://inaturalist-open-data.s3.amazonaws.com/photos/239839401/medium.jpg,http://en.wikipedia.org/wiki/Black-capped_parakeet
4262,Pyrrhura albipectus,White-necked Parakeet,whnpar1,12819,"Parrots, Parakeets, and Allies",WBPA WNPA,PYAL,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4365,19156,White-necked Parakeet,Pyrrhura albipectus,Pyrrhura albipectus,https://inaturalist-open-data.s3.amazonaws.com/photos/43723934/medium.jpg,http://en.wikipedia.org/wiki/White-breasted_parakeet
4263,Pyrrhura calliptera,Brown-breasted Parakeet,brbpar2,12820,"Parrots, Parakeets, and Allies",BBPA FWPA,PYCA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4366,19153,Brown-breasted Parakeet,Pyrrhura calliptera,Pyrrhura calliptera,https://static.inaturalist.org/photos/104229540/medium.jpeg,http://en.wikipedia.org/wiki/Flame-winged_parakeet
4264,Pyrrhura hoematotis,Red-eared Parakeet,reepar1,12821,"Parrots, Parakeets, and Allies",REPA BEPA,PYHO,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4367,19157,Red-eared Parakeet,Pyrrhura hoematotis,Pyrrhura hoematotis,https://inaturalist-open-data.s3.amazonaws.com/photos/188163554/medium.jpg,http://en.wikipedia.org/wiki/Blood-eared_parakeet
4265,Pyrrhura rhodocephala,Rose-headed Parakeet,rohpar1,12824,"Parrots, Parakeets, and Allies",RCPA RHPA,PYRH,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4368,19158,Rose-headed Parakeet,Pyrrhura rhodocephala,Pyrrhura rhodocephala,https://inaturalist-open-data.s3.amazonaws.com/photos/158992458/medium.jpg,http://en.wikipedia.org/wiki/Rose-crowned_parakeet
4266,Pyrrhura hoffmanni,Sulphur-winged Parakeet,suwpar1,12825,"Parrots, Parakeets, and Allies",,PYHO,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4369,19159,Sulphur-winged Parakeet,Pyrrhura hoffmanni,Pyrrhura hoffmanni,https://static.inaturalist.org/photos/44732074/medium.jpg,http://en.wikipedia.org/wiki/Sulphur-winged_parakeet
4267,Enicognathus ferrugineus,Austral Parakeet,auspar1,12829,"Parrots, Parakeets, and Allies",AUPA,ENFE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4370,19262,Austral Parakeet,Enicognathus ferrugineus,Enicognathus ferrugineus,https://inaturalist-open-data.s3.amazonaws.com/photos/166808262/medium.jpeg,http://en.wikipedia.org/wiki/Austral_parakeet
4268,Enicognathus leptorhynchus,Slender-billed Parakeet,slbpar1,12832,"Parrots, Parakeets, and Allies",SBPA,ENLE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4371,19261,Slender-billed Parakeet,Enicognathus leptorhynchus,Enicognathus leptorhynchus,https://static.inaturalist.org/photos/79063596/medium.jpg,https://en.wikipedia.org/wiki/Slender-billed_parakeet
4269,Cyanoliseus patagonus,Burrowing Parakeet,burpar,12834,"Parrots, Parakeets, and Allies",BUPA,CYPA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4372,19347,Burrowing Parakeet,Cyanoliseus patagonus,Cyanoliseus patagonus,https://static.inaturalist.org/photos/25092655/medium.jpg,https://en.wikipedia.org/wiki/Burrowing_parrot
4270,Anodorhynchus hyacinthinus,Hyacinth Macaw,hyamac1,12840,"Parrots, Parakeets, and Allies",HYMA,ANHY,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4373,18938,Hyacinth Macaw,Anodorhynchus hyacinthinus,Anodorhynchus hyacinthinus,https://inaturalist-open-data.s3.amazonaws.com/photos/216053787/medium.jpeg,http://en.wikipedia.org/wiki/Hyacinth_macaw
4271,Anodorhynchus glaucus,Glaucous Macaw,glamac1,12841,"Parrots, Parakeets, and Allies",GLMA,ANGL,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4374,18939,Glaucous Macaw,Anodorhynchus glaucus,Anodorhynchus glaucus,https://inaturalist-open-data.s3.amazonaws.com/photos/157592800/medium.jpg,http://en.wikipedia.org/wiki/Glaucous_macaw
4272,Anodorhynchus leari,Indigo Macaw,indmac1,12842,"Parrots, Parakeets, and Allies",LEMA INMA,ANLE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4375,18937,Indigo Macaw,Anodorhynchus leari,Anodorhynchus leari,https://inaturalist-open-data.s3.amazonaws.com/photos/61659378/medium.jpg,http://en.wikipedia.org/wiki/Lear's_macaw
4273,Rhynchopsitta pachyrhyncha,Thick-billed Parrot,thbpar,12843,"Parrots, Parakeets, and Allies",,RHPA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4376,19318,Thick-billed Parrot,Rhynchopsitta pachyrhyncha,Rhynchopsitta pachyrhyncha,https://inaturalist-open-data.s3.amazonaws.com/photos/158995864/medium.jpg,http://en.wikipedia.org/wiki/Thick-billed_parrot
4274,Rhynchopsitta terrisi,Maroon-fronted Parrot,mafpar1,12844,"Parrots, Parakeets, and Allies",,RHTE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4377,19317,Maroon-fronted Parrot,Rhynchopsitta terrisi,Rhynchopsitta terrisi,https://static.inaturalist.org/photos/44582702/medium.png,http://en.wikipedia.org/wiki/Maroon-fronted_parrot
4275,Eupsittula nana,Olive-throated Parakeet,oltpar1,12845,"Parrots, Parakeets, and Allies",JAPA,EUNA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4378,367556,Olive-throated Parakeet,Eupsittula nana,Eupsittula nana,https://static.inaturalist.org/photos/189966770/medium.jpeg,http://en.wikipedia.org/wiki/Olive-throated_parakeet
4276,Eupsittula canicularis,Orange-fronted Parakeet,orfpar,12850,"Parrots, Parakeets, and Allies",MOFP,EUCA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4379,367558,Orange-fronted Parakeet,Eupsittula canicularis,Eupsittula canicularis,https://static.inaturalist.org/photos/28227975/medium.jpg,http://en.wikipedia.org/wiki/Orange-fronted_parakeet
4277,Eupsittula aurea,Peach-fronted Parakeet,pefpar1,12854,"Parrots, Parakeets, and Allies",PFPA,EUAU,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4380,367559,Peach-fronted Parakeet,Eupsittula aurea,Eupsittula aurea,https://inaturalist-open-data.s3.amazonaws.com/photos/97806849/medium.jpg,https://en.wikipedia.org/wiki/Peach-fronted_parakeet
4278,Eupsittula pertinax,Brown-throated Parakeet,brtpar1,12855,"Parrots, Parakeets, and Allies",,EUPE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4381,367560,Brown-throated Parakeet,Eupsittula pertinax,Eupsittula pertinax,https://inaturalist-open-data.s3.amazonaws.com/photos/66164640/medium.jpeg,http://en.wikipedia.org/wiki/Brown-throated_parakeet
4279,Eupsittula cactorum,Cactus Parakeet,cacpar1,12871,"Parrots, Parakeets, and Allies",CAPA,EUCA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4382,367561,Cactus Parakeet,Eupsittula cactorum,Eupsittula cactorum,https://static.inaturalist.org/photos/113968493/medium.jpg,http://en.wikipedia.org/wiki/Caatinga_parakeet
4280,Conuropsis carolinensis,Carolina Parakeet,carpar,12874,"Parrots, Parakeets, and Allies",,COCA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,True,4383,19204,Carolina Parakeet,Conuropsis carolinensis,Conuropsis carolinensis,https://inaturalist-open-data.s3.amazonaws.com/photos/113065265/medium.jpg,http://en.wikipedia.org/wiki/Carolina_parakeet
4281,Aratinga weddellii,Dusky-headed Parakeet,duhpar,12877,"Parrots, Parakeets, and Allies",DHPA,ARWE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4384,19182,Dusky-headed Parakeet,Aratinga weddellii,Aratinga weddellii,https://inaturalist-open-data.s3.amazonaws.com/photos/157599994/medium.jpg,http://en.wikipedia.org/wiki/Dusky-headed_parakeet
4282,Aratinga nenday,Nanday Parakeet,bkhpar,12878,"Parrots, Parakeets, and Allies",,ARNE,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4385,367562,Nanday Parakeet,Aratinga nenday,Aratinga nenday,https://static.inaturalist.org/photos/27370462/medium.jpg,http://en.wikipedia.org/wiki/Nanday_parakeet
4283,Aratinga solstitialis,Sun Parakeet,sunpar1,12879,"Parrots, Parakeets, and Allies",SUPA,ARSO,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4386,202471,Sun Parakeet,Aratinga solstitialis,Aratinga solstitialis,https://inaturalist-open-data.s3.amazonaws.com/photos/172053990/medium.jpg,http://en.wikipedia.org/wiki/Sun_parakeet
4284,Aratinga maculata,Sulphur-breasted Parakeet,subpar1,12880,"Parrots, Parakeets, and Allies",SBPA,ARMA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4387,144571,Sulphur-breasted Parakeet,Aratinga maculata,Aratinga maculata,https://inaturalist-open-data.s3.amazonaws.com/photos/145201993/medium.jpeg,http://en.wikipedia.org/wiki/Sulphur-breasted_parakeet
4285,Aratinga jandaya,Jandaya Parakeet,janpar1,12881,"Parrots, Parakeets, and Allies",JAPA,ARJA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4388,19184,Jandaya Parakeet,Aratinga jandaya,Aratinga jandaya,https://inaturalist-open-data.s3.amazonaws.com/photos/60878756/medium.jpg,http://en.wikipedia.org/wiki/Jandaya_parakeet
4286,Aratinga auricapillus,Golden-capped Parakeet,gocpar2,12882,"Parrots, Parakeets, and Allies",GCPA,ARAU,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4389,72522,Golden-capped Parakeet,Aratinga auricapillus,Aratinga auricapillus,https://inaturalist-open-data.s3.amazonaws.com/photos/87137204/medium.jpeg,http://en.wikipedia.org/wiki/Golden-capped_parakeet
4287,Cyanopsitta spixii,Spix's Macaw,spimac1,12885,"Parrots, Parakeets, and Allies",SPMA,CYSP,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4390,19343,Spix's Macaw,Cyanopsitta spixii,Cyanopsitta spixii,https://inaturalist-open-data.s3.amazonaws.com/photos/157825506/medium.jpg,http://en.wikipedia.org/wiki/Spix's_macaw
4288,Orthopsittaca manilatus,Red-bellied Macaw,rebmac2,12886,"Parrots, Parakeets, and Allies",RBMA,ORMA,Psittaciformes,New World and African Parrots,Psittacidae,psitta3,,4391,367563,Red-bellied Macaw,Orthopsittaca manilatus,Orthopsittaca manilatus,https://static.inaturalist.org/photos/113780386/medium.jpg,http://en.wikipedia.org/wiki/Red-bellied_macaw
